"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","nyrs_since_last_renovation","zipcode","sqft_living15","sqft_lot15","daten"
"10467",265000,3,1,1620,9450,1.5,0,0,3,7,1620,0,1928,87,"98168",2070,11970,52
"1436",290000,4,1.75,1990,18900,2,0,0,4,7,1870,120,1929,86,"98168",1710,12400,202
"20888",355000,5,2.5,2540,5100,2,0,0,3,7,2540,0,2014,1,"98168",1400,9440,213
"9444",593000,2,2.5,2000,2500,3,0,1,3,8,1810,190,1994,21,"98116",1970,5650,327
"5665",8e+05,3,2.5,2100,4440,2,0,4,3,7,2100,0,1945,70,"98116",2100,6000,361
"8431",749950,4,2.75,2600,6050,2,0,0,5,8,1960,640,1949,66,"98116",1990,6050,5
"18347",625000,3,1.75,2240,6050,1,0,0,4,8,1250,990,1950,65,"98116",1720,6050,112
"18491",544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,105,"98116",1960,6047,31
"21510",6e+05,2,2.5,1830,1988,2,0,0,3,9,1530,300,2011,4,"98116",1800,2467,108
"3013",945000,2,2.5,2540,7089,2,0,0,3,9,2540,0,2004,11,"98116",1330,7089,48
"6462",313300,2,1,970,4800,1,0,0,3,6,970,0,1911,75,"98116",1180,5900,108
"13589",399000,2,1,940,4800,1,0,0,4,6,940,0,1911,60,"98116",980,5900,28
"20006",1400000,4,3.25,4700,9160,1,0,4,3,11,2520,2180,2005,10,"98116",2240,8700,26
"7836",725000,4,2.75,2440,7042,1.5,0,2,4,7,1640,800,1941,74,"98116",2170,7900,90
"5534",530000,3,1.75,1660,4800,1,0,0,3,7,960,700,1941,19,"98116",1510,4800,178
"2829",9e+05,4,3.5,3070,4440,2,0,0,3,9,2030,1040,1922,8,"98116",1780,4800,307
"2753",856000,3,2.5,2160,3920,2,0,0,3,9,2160,0,2014,1,"98116",1500,4920,280
"18697",650000,4,2,2850,4497,1.5,0,1,3,7,1730,1120,1910,105,"98144",2450,6000,200
"17866",362500,5,2,2330,8586,1,0,0,4,7,1270,1060,1961,54,"98133",1550,8287,171
"10934",324000,3,1,1160,7202,1,0,0,4,7,1160,0,1957,58,"98133",1620,8598,217
"15384",330000,4,2.5,2105,6093,2,0,0,3,8,2105,0,2003,12,"98042",1930,8022,61
"13020",3e+05,3,1,1010,6300,1,0,0,3,7,1010,0,1957,58,"98133",1480,7480,129
"13450",495000,4,2.5,2140,7245,2,0,0,3,7,2140,0,2003,12,"98133",2080,7875,41
"19030",7e+05,4,3.25,2780,7875,2,0,0,3,9,2780,0,2006,9,"98133",1000,7500,19
"10820",311300,2,1,1000,7228,1,0,0,4,7,1000,0,1947,68,"98133",1100,7228,167
"13767",340000,3,1,980,7228,1.5,0,0,3,7,980,0,1946,69,"98133",1070,7228,126
"9106",799000,4,1.5,1810,6583,1,0,0,3,7,1500,310,1968,47,"98133",860,8670,354
"20594",1200000,5,3.5,3900,4400,2,0,0,3,9,2650,1250,2014,1,"98107",1190,4400,159
"3138",752500,5,2.75,2720,4680,1.5,0,0,4,8,1710,1010,1913,102,"98107",1670,4800,326
"4308",316000,3,1,1130,7200,1.5,0,0,4,6,1130,0,1942,73,"98133",1350,1358,115
"20655",327000,3,3,1370,1001,3,0,0,3,8,1370,0,2009,6,"98133",1399,1151,158
"9890",487000,3,1.75,1770,10125,2,0,0,3,7,1770,0,1944,37,"98133",1680,9825,81
"7761",174000,2,1,600,4854,1,0,0,5,6,600,0,1922,93,"98168",1470,5000,116
"10569",290500,4,2.5,1680,3000,2,0,0,3,7,1680,0,2003,12,"98178",1420,5500,327
"1997",194000,3,1.5,1010,5000,1,0,0,3,6,1010,0,1943,72,"98178",980,5000,187
"10240",257000,3,1.75,1800,9000,1,0,0,3,7,1200,600,1961,54,"98178",980,6000,175
"14627",229000,3,2.5,1190,3000,2,0,0,3,7,1190,0,2002,13,"98178",1190,3000,6
"15132",135000,3,1,840,3000,1,0,0,3,5,840,0,1943,72,"98178",1010,6000,248
"9383",230000,3,1.75,1420,3000,1,0,0,3,5,710,710,1931,1,"98178",1960,5000,175
"20591",445000,4,3.25,3450,5000,2,0,0,3,8,3450,0,2008,7,"98178",1420,5000,189
"2618",210000,3,1,1200,7500,1,0,0,3,6,1200,0,1905,26,"98178",1010,7000,195
"12462",287500,5,2,2020,67953,1.5,0,0,4,7,1620,400,1936,79,"98178",1270,13198,327
"1798",212000,4,2,1880,7500,1,0,0,5,6,980,900,1946,69,"98178",1670,14350,297
"5938",261000,3,1,1780,7800,1,0,0,3,7,1060,720,1957,58,"98178",1450,7800,166
"335",940000,4,2,2490,9525,2,0,0,5,9,2490,0,1968,47,"98040",2770,9525,62
"10585",1060000,4,2.5,2250,10160,2,0,0,5,8,2250,0,1967,48,"98040",2660,10125,318
"17143",1298000,4,3.5,2790,10125,1.5,0,0,5,8,2790,0,1985,30,"98040",2570,10125,32
"16787",750000,4,2.25,2160,9525,1,0,0,3,8,1080,1080,1961,54,"98040",2780,9525,322
"16336",1350000,4,3.5,3500,9525,2,0,0,3,10,3500,0,1999,16,"98040",2630,9525,147
"21598",1575000,4,3.25,3410,10125,2,0,0,3,10,3410,0,2007,8,"98040",2290,10125,354
"8997",970500,3,2.75,2470,10125,2,0,0,3,8,2470,0,1960,3,"98040",2290,10125,49
"20825",1600000,5,3.75,3570,10125,2,0,0,3,10,3570,0,2014,1,"98040",1760,10125,147
"8170",630000,2,1,1050,8382,1,0,0,3,7,1050,0,1959,56,"98040",2400,9525,346
"11208",1381000,4,3.75,3160,9525,2.5,0,0,3,10,3160,0,1997,18,"98040",2400,9525,25
"12411",870000,5,2.25,2910,9525,2,0,0,4,9,2910,0,1968,47,"98040",2740,9525,101
"12787",838400,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,41,"98040",2580,9525,95
"3637",830000,3,1.5,1840,10125,1,0,0,4,8,1220,620,1959,56,"98040",2320,10160,223
"7574",320000,3,1.75,1480,7225,1,0,0,4,7,1480,0,1965,50,"98056",1430,7201,18
"4849",525000,3,2.75,2100,10362,2,0,0,3,9,1510,590,1998,17,"98045",2240,11842,19
"17874",335000,3,1.5,1140,15890,1,0,0,3,7,840,300,1985,30,"98045",1200,15247,312
"9964",319900,3,1.5,1140,20383,1,0,0,3,7,840,300,1985,30,"98045",1200,15625,111
"3402",309950,3,1.5,1200,15606,1,0,0,3,7,1200,0,1985,30,"98045",1210,15606,140
"586",330000,3,1.75,1510,15744,1,0,0,3,7,1510,0,1985,30,"98045",1470,15744,74
"661",269900,3,1.75,1140,22267,1,0,0,3,7,1140,0,1986,29,"98045",1150,15625,326
"9538",440000,4,2.5,2160,7826,1,0,0,4,7,1390,770,1976,39,"98155",2190,9900,55
"15856",312000,3,2.5,2070,25710,1,0,0,5,6,2070,0,1917,98,"98022",1350,17998,287
"18601",192000,3,1.75,1240,10361,1,0,0,3,6,1240,0,1987,28,"98042",1240,8834,208
"11562",240000,3,1.75,1240,10956,1,0,0,3,6,1240,0,1987,28,"98042",1240,8137,174
"9720",440000,3,1.75,1170,8740,1,0,0,4,7,1170,0,1968,47,"98052",1870,8448,48
"18549",745000,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,106,"98116",1960,5650,314
"1208",651000,3,2,1940,6440,1,0,2,5,7,970,970,1940,75,"98116",1730,4640,125
"9886",505000,2,1,1000,4640,1,0,2,3,7,1000,0,1915,100,"98116",1940,5800,342
"1600",455000,4,1,1340,5800,1.5,0,2,3,7,1340,0,1914,101,"98116",1900,5800,165
"8315",515000,3,2.5,2010,7200,2,0,0,3,8,2010,0,1994,21,"98028",1970,7202,60
"337",559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,11,"98072",2580,11045,31
"21172",770000,5,2.5,3000,7912,1,0,0,3,9,1610,1390,2007,8,"98033",2700,7205,69
"13978",575000,3,2.5,1960,9535,2,0,0,3,8,1960,0,1989,26,"98011",2520,9206,369
"8825",571000,3,2.5,2600,7465,2,0,0,3,9,2600,0,1988,27,"98011",2660,7683,40
"16917",557500,3,2.5,2620,11056,2,0,0,3,9,2620,0,1988,27,"98011",2560,8688,74
"12062",531000,3,2.5,2120,9736,2,0,0,3,9,2120,0,1988,27,"98011",2490,8763,41
"1140",605000,3,2.5,2570,9487,2,0,3,3,9,2570,0,1989,26,"98011",2490,9898,243
"5783",595000,3,2.5,2660,10637,2,0,0,3,9,2660,0,1991,24,"98011",2590,8637,91
"8592",570000,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,24,"98011",2660,8717,60
"10293",595000,4,2.25,2050,8372,2,0,0,4,8,2050,0,1984,31,"98052",2010,8037,102
"12541",440000,3,1.75,1450,6829,1,0,0,3,8,1450,0,1983,32,"98052",1950,7622,70
"16660",552321,3,2.5,1960,8469,2,0,0,4,8,1960,0,1984,31,"98052",2040,8189,188
"10482",484000,1,0,690,23244,1,0,0,4,7,690,0,1948,67,"98053",1690,19290,139
"6985",1210000,3,3.75,5400,24740,2,0,0,3,11,5400,0,1997,18,"98053",1690,20000,132
"7018",4e+05,1,1,530,13679,1,0,0,4,6,530,0,1949,66,"98053",1930,20624,145
"3742",672000,3,2.5,2620,21587,2,0,0,3,7,2620,0,1992,23,"98053",2570,23650,27
"3491",1078000,4,2.75,3160,42733,2,0,0,3,9,3160,0,1995,20,"98053",1890,24000,358
"14655",475000,5,2.5,2300,28480,2,0,0,3,6,2300,0,1994,21,"98053",1880,26720,144
"12698",420000,3,1.75,1820,22320,1,0,0,3,7,1250,570,1977,38,"98053",2030,22320,26
"13423",379500,2,1,1640,17335,1,0,0,3,7,840,800,1978,37,"98053",2440,17850,5
"7330",485000,3,2.25,2440,47916,2,0,0,3,8,2090,350,1991,24,"98053",2150,24000,60
"11797",170000,2,1,1200,24792,2,0,0,2,7,1200,0,1976,39,"98053",2150,24792,59
"18541",475000,2,2,1540,54450,2,0,0,3,7,1540,0,1983,32,"98053",2280,29918,28
"4133",740000,4,3.5,3760,57063,2,0,0,3,9,2950,810,1998,17,"98053",2870,28945,88
"1317",595000,3,2.75,2150,31238,2,0,0,3,9,2150,0,1996,19,"98014",2650,38307,326
"5352",620000,4,2.5,2690,32780,2,0,0,3,9,2690,0,1998,17,"98014",2840,36555,342
"4632",641000,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,18,"98014",2770,44224,56
"2937",685530,4,2.5,3130,60467,2,0,0,3,9,3130,0,1996,19,"98014",2780,44224,312
"17053",326188,3,1,1300,8800,1,0,0,3,7,1300,0,1977,38,"98053",1600,12210,111
"6152",407450,3,2,1810,10860,1,0,0,3,7,1810,0,1967,48,"98053",1420,11982,87
"18172",339000,3,1.75,1150,13278,1,0,0,5,7,1150,0,1966,49,"98053",1560,12400,83
"7595",395000,4,2,1980,15354,1,0,0,3,7,1980,0,1977,38,"98053",1420,12300,235
"15290",340000,3,2,1130,9879,2,0,0,3,6,1130,0,1996,19,"98053",1900,14907,74
"11481",403000,3,1,1500,10730,1,0,0,3,7,1000,500,1977,38,"98053",1570,12210,336
"13477",381000,3,2,1680,8946,1,0,0,3,6,940,740,1996,19,"98053",1550,11625,90
"5271",620000,4,2.5,2450,55387,2,0,0,3,9,2450,0,1994,21,"98053",2730,38827,53
"16496",735000,4,2.5,3270,45537,2,0,0,3,9,3270,0,1993,22,"98053",2670,38827,230
"19339",628990,4,2.5,2540,32647,2,0,0,3,9,2540,0,1996,19,"98053",2740,32647,312
"11956",850000,4,3.5,3920,37122,2,0,0,3,10,3920,0,1996,19,"98053",2550,32647,53
"17998",630000,3,2.5,2320,32772,2,0,0,3,9,2320,0,1992,23,"98053",2610,33305,136
"13033",633100,4,2.5,2470,33305,2,0,0,3,9,2470,0,1993,22,"98053",2440,33305,12
"797",737500,4,2.5,3200,36276,2,0,0,3,9,3200,0,1993,22,"98053",2930,33171,157
"11486",855000,4,2.75,2600,5390,1,0,0,4,8,1300,1300,1960,55,"98199",2550,5600,3
"20374",588000,5,3,3110,4464,2,0,0,3,8,3110,0,2007,8,"98011",2450,4221,166
"20858",555000,5,2.5,2450,5047,2,0,0,3,8,2450,0,2007,8,"98011",2450,4478,264
"769",760000,4,2.5,2430,6099,1,0,0,5,8,1470,960,1965,50,"98115",2180,6099,250
"13208",259000,3,2.5,2740,7980,2,0,0,4,7,2740,0,1964,51,"98168",1470,8611,300
"16492",444950,3,2.5,2020,7800,1,0,0,4,7,1330,690,1958,57,"98133",1870,7800,206
"8973",394999,3,1.5,1730,7800,1,0,0,3,7,1330,400,1958,57,"98133",1780,8309,298
"1349",450000,4,2.25,2040,9565,1,0,0,3,8,1400,640,1959,56,"98133",1890,8580,354
"10836",464000,5,2.5,3400,8970,1,0,0,4,8,1700,1700,1959,56,"98133",1890,8475,11
"15853",395000,3,2.25,1780,9672,1,0,0,3,8,1350,430,1960,55,"98133",1860,10080,181
"11709",705000,2,2.5,2200,188200,1,0,3,3,8,2200,0,2007,8,"98022",2700,84942,7
"13751",599950,3,2.5,1970,106722,1,0,4,3,9,1970,0,1985,30,"98022",2910,101494,334
"8278",4e+05,3,2.5,2090,32718,2,1,4,3,7,1550,540,1919,32,"98070",1200,192268,361
"3093",329500,3,2.5,2120,22482,1,0,0,5,7,1360,760,1979,36,"98001",2330,16016,361
"6103",340000,2,0.75,1060,48292,1,1,2,5,6,560,500,1947,68,"98070",750,80201,138
"13115",535000,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,39,"98038",2060,71560,293
"9477",665000,3,3.5,3580,95832,1.5,0,0,3,9,3580,0,2005,10,"98038",2880,60548,332
"4239",729000,3,3.25,2250,60548,1,0,0,3,9,2250,0,2005,10,"98038",2760,84070,136
"576",3e+05,2,1,1220,75794,1,0,0,4,7,1220,0,1963,52,"98038",2010,98010,229
"12979",787500,2,2.5,2390,6928,2,0,3,4,8,1810,580,1949,33,"98146",2390,12852,123
"18611",329950,2,1,900,5220,1,0,0,4,6,900,0,1956,59,"98146",1480,6660,53
"4380",1050000,3,3,3250,5093,2,0,3,3,10,3250,0,2004,11,"98146",2820,7752,340
"9577",277000,3,1,1100,8536,1,0,0,4,7,1100,0,1957,58,"98118",1570,8040,45
"19618",450000,3,1,1150,35415,1,0,0,4,7,1010,140,1950,65,"98008",2460,11781,231
"19555",1080000,3,3,4910,43560,2,0,0,4,10,4000,910,1989,26,"98007",3540,12288,49
"3924",475000,3,1.5,1480,13457,1,0,0,3,7,1480,0,1959,56,"98007",2100,10517,124
"7864",653450,3,2.5,2070,49658,1,0,0,4,8,1540,530,1980,35,"98075",2620,35160,84
"2025",475000,3,1,1250,150117,1,0,0,3,7,1250,0,1975,40,"98075",3060,50055,327
"544",530000,3,2.25,2120,40518,1,0,0,3,8,2120,0,1967,48,"98075",2480,13492,132
"6552",615000,3,2,1860,42800,1,0,0,4,7,930,930,1983,32,"98075",1980,11250,129
"12391",650100,2,1,1750,60872,1,0,0,4,7,1180,570,1973,42,"98075",2480,5425,343
"10266",635000,4,2.5,2470,77550,1,0,0,4,7,2470,0,1987,28,"98075",2490,40894,119
"12016",5e+05,3,1,1440,54315,1,0,0,3,7,790,650,1974,41,"98075",2690,40518,299
"5054",735000,3,1.75,1880,108900,1,0,0,3,7,1880,0,1978,37,"98075",2730,37731,299
"5193",650000,3,1.75,1970,54450,1,0,0,3,8,1570,400,1980,35,"98075",2460,36677,334
"16236",8e+05,4,3.75,2540,20662,2,0,0,3,10,2540,0,1998,17,"98075",2490,37731,174
"10579",759950,3,2.5,3100,23790,2,0,0,3,9,3100,0,2002,13,"98075",2250,40854,45
"14613",525000,3,1.5,1940,5625,1,0,0,4,7,1440,500,1941,74,"98117",1460,5500,319
"6675",590000,2,1,1530,6450,1,0,0,4,7,1530,0,1920,95,"98117",1530,5000,129
"15280",696950,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,95,"98117",1920,5264,161
"1730",620000,5,2.5,2540,3832,2,0,0,5,8,1760,780,1929,86,"98117",2000,5289,12
"7300",285000,3,1,1210,4731,1.5,0,0,3,7,1210,0,1901,114,"98117",1450,5264,48
"3621",525000,5,3,2450,4591,2,0,0,3,7,2450,0,1994,21,"98117",1060,5500,11
"8572",726500,4,2.5,2180,3893,2,0,0,3,8,2180,0,1999,16,"98117",1710,4550,220
"9024",806000,4,2.5,2500,206474,1,0,0,3,10,2500,0,1997,18,"98053",3680,208652,52
"17070",568000,3,1.75,1930,213008,1,0,2,3,7,1300,630,1980,35,"98053",2860,208652,81
"1809",850000,4,3,2720,183823,2,0,0,3,8,2720,0,1975,8,"98053",2140,173804,73
"9715",937500,4,4,5545,871200,2,0,0,3,11,3605,1940,2003,12,"98014",3420,871200,250
"15948",655500,4,3.5,3380,8330,2,0,0,3,8,3380,0,2000,15,"98177",2220,8330,4
"13355",299950,3,1,910,8000,1,0,0,4,6,740,170,1950,65,"98177",2090,9007,18
"773",465250,5,2,1940,7642,1.5,0,0,3,7,1940,0,1957,58,"98177",1940,8724,41
"12191",615000,3,1.75,2220,7224,1,0,2,3,8,2040,180,1975,40,"98177",2540,9990,213
"9172",505000,4,2.25,2350,12540,2,0,0,3,8,2350,0,1968,47,"98177",2090,7964,139
"1719",442500,6,2.5,2800,10490,1,0,0,3,7,1400,1400,1968,47,"98177",2290,8716,87
"6637",941500,5,3.5,3490,9680,2,0,4,3,9,2460,1030,1980,35,"98177",3080,13489,32
"17687",750000,4,2.75,3210,8520,1,0,2,4,7,1810,1400,1976,39,"98177",2450,7360,250
"11276",514000,3,2.25,2260,54014,1,0,0,3,7,1450,810,1962,53,"98072",2140,44431,124
"1243",375000,2,1,1840,81892,1,0,0,3,6,1840,0,1955,60,"98072",2550,40089,301
"9376",1565000,5,4.5,5220,67319,2,0,0,3,11,5220,0,2001,14,"98072",4190,40609,200
"9188",570000,3,1.75,1930,36210,1,0,0,3,8,1930,0,1977,38,"98072",1930,35060,25
"12635",489500,3,1.75,2090,65558,1,0,0,3,8,1330,760,1977,38,"98072",2450,47178,245
"15529",615000,3,1.75,2110,56192,1,0,0,3,7,1480,630,1978,37,"98072",2570,46609,266
"10723",5e+05,3,2.75,1560,77536,1,0,0,3,7,1400,160,1978,37,"98072",2210,41449,103
"13153",575000,4,2.5,2280,27441,2,0,0,3,8,2280,0,1996,19,"98072",2350,35020,243
"16843",170000,1,0.75,850,5600,1,0,2,3,6,850,0,1903,21,"98019",900,12250,328
"1762",531000,5,2.75,2540,5022,1,0,0,4,8,1540,1000,1955,60,"98108",2510,5182,77
"6156",239975,3,2.5,1820,7242,1,0,0,3,7,1220,600,1959,56,"98188",1350,8214,266
"1192",220000,4,1,1440,8250,1,0,0,3,7,1440,0,1959,56,"98188",1440,8466,227
"558",238000,4,1,1400,7242,1.5,0,0,3,7,1400,0,1959,56,"98188",1310,7314,74
"5261",220000,3,1.75,1650,8850,1,0,0,3,7,1650,0,1959,56,"98188",1400,8800,221
"16499",298500,3,2,2420,8800,1,0,0,4,7,1420,1000,1959,56,"98188",1546,8666,87
"13724",440000,3,2.75,2070,9697,2,0,0,4,7,1330,740,1929,86,"98188",2000,14436,82
"5515",421000,3,2.5,2890,21780,2,0,0,3,8,2890,0,2000,15,"98188",2120,8117,46
"4310",535000,2,1.75,2330,7280,1,0,0,3,7,1450,880,1982,33,"98188",1830,12178,341
"18727",707000,5,4.5,3540,21217,2,0,0,4,8,2940,600,1926,89,"98188",1290,12040,248
"9626",322000,4,2.25,1940,10200,1,0,0,3,7,1360,580,1960,55,"98188",1940,10200,315
"606",469000,4,2.75,3550,13938,1,0,0,5,8,2100,1450,1966,49,"98188",2050,9000,341
"16401",706000,4,2.5,3280,16575,1,0,0,3,9,2190,1090,1972,43,"98188",1570,13209,164
"5413",530000,4,4.5,4060,10800,2,0,0,3,10,4060,0,2007,8,"98188",1830,9768,267
"7026",378800,5,2.5,2740,5400,2,0,0,3,8,2740,0,2005,10,"98031",2900,5476,77
"11906",354000,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,10,"98031",2900,5476,55
"11280",370000,5,2.5,2740,5460,2,0,0,3,8,2740,0,2005,10,"98031",2900,5971,312
"11564",380000,3,1.75,1920,8775,1,0,0,3,7,1920,0,1953,62,"98166",1560,8100,119
"2358",305000,4,1,1560,8450,1.5,0,0,4,6,1560,0,1954,61,"98166",1380,8100,150
"7492",365000,3,1.75,2080,7800,1,0,0,5,7,1220,860,1955,60,"98166",1770,7860,328
"11107",219000,3,1.5,1060,9600,1,0,0,4,7,1060,0,1962,53,"98023",1440,9600,74
"3400",650000,3,1,1300,8266,1,0,0,4,7,1300,0,1953,62,"98004",1300,8707,118
"12510",1890000,4,4.25,4285,9345,2,0,0,3,10,4285,0,2013,2,"98004",1570,8994,213
"21601",1537000,5,3.75,4470,8088,2,0,0,3,11,4470,0,2008,7,"98004",2780,8964,166
"20169",1750000,4,3.5,3845,8400,2,0,0,3,10,3845,0,2013,2,"98004",1710,8400,145
"20093",1750000,4,4.5,4650,7660,2,0,0,3,11,3640,1010,2008,7,"98004",1710,8400,73
"12175",626000,4,1.75,1350,9293,1,0,0,4,7,1350,0,1954,61,"98004",1890,9293,150
"16234",6e+05,4,2.5,2360,5226,2,0,0,3,8,2360,0,2001,14,"98034",2440,5156,19
"2036",464900,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,36,"98034",2030,7236,56
"2116",491500,4,2.75,2100,7236,1,0,0,3,8,1400,700,1979,36,"98034",1900,7519,84
"7794",358000,3,2.25,2510,12013,2,0,0,3,8,2510,0,1988,27,"98003",1870,8017,257
"2349",255000,4,2.5,2070,7800,2,0,0,3,8,2070,0,1989,26,"98003",1950,7815,13
"20296",3204000,4,4,4810,18851,2,0,3,3,11,4810,0,2007,8,"98004",3970,19929,116
"13543",1775000,3,2.25,4320,19225,1,0,0,4,10,2160,2160,1972,43,"98004",3430,18469,165
"15073",1580000,4,2.75,3480,19991,2,0,2,4,10,2630,850,1979,36,"98004",3770,20271,371
"4269",2400000,4,3.25,4140,20734,1,0,1,3,10,3300,840,1977,10,"98004",4020,20008,28
"3092",2288000,4,2.5,4080,18362,2,0,2,4,11,4080,0,1983,32,"98004",4080,19991,61
"7596",3e+05,3,2,1470,16500,1,0,0,3,7,1470,0,1961,54,"98042",1720,14406,263
"958",323000,3,1.75,2100,14850,1,0,0,4,7,2100,0,1963,52,"98042",1930,17238,129
"7533",380000,2,2.5,1860,3504,2,0,0,3,7,1860,0,2000,15,"98028",1860,4246,116
"10539",384950,3,2.5,1860,3690,2,0,0,3,7,1860,0,2000,15,"98028",1870,4394,28
"13620",427500,4,2.5,2010,6294,2,0,0,3,7,2010,0,2000,15,"98028",1870,4394,277
"15467",453500,4,1.75,2000,6032,1,0,2,3,7,1300,700,1959,56,"98146",1930,6032,34
"12292",368000,2,1.5,1660,4680,1,0,0,5,6,830,830,1908,107,"98146",1930,5400,17
"4195",665900,4,2.25,2870,5453,2,0,1,4,8,2220,650,1926,89,"98146",1660,4800,49
"14125",325000,2,1,1050,4800,1,0,0,4,7,1050,0,1969,46,"98146",1230,4800,109
"19856",540000,3,2.5,2220,5279,2,0,0,3,8,2220,0,2006,9,"98146",1610,5297,326
"1753",480000,6,3.75,2940,5054,2,0,0,3,7,2940,0,1942,12,"98146",1530,5320,272
"5329",385000,4,2.5,1620,5280,2,0,0,4,7,1620,0,1924,44,"98146",1590,5280,174
"9734",410000,3,1,1190,5280,1,0,0,4,7,1190,0,1957,58,"98146",1280,5280,371
"7773",329000,3,1,1140,5258,1.5,0,0,3,6,1140,0,1911,104,"98146",1140,5280,96
"11666",410000,3,2.25,1790,5794,1.5,0,0,3,7,1380,410,1985,30,"98072",2140,7769,82
"9866",450000,3,2.5,1990,12866,2,0,0,4,7,1990,0,1986,29,"98072",2310,8803,83
"20285",345000,4,2.5,2020,3600,2,0,0,3,7,2020,0,2012,3,"98038",2210,3800,188
"7086",318200,3,2.5,1990,3644,2,0,0,3,7,1990,0,2010,5,"98038",2580,3800,335
"19703",359950,4,3.5,2690,5564,2,0,0,3,7,2690,0,2007,8,"98038",2210,4046,202
"11090",910000,5,2.75,3750,8279,2,0,0,3,9,3750,0,2001,14,"98074",3450,8279,220
"2234",875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,14,"98074",3570,8279,60
"20355",367899,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,1,"98038",2370,4200,139
"20826",369946,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,1,"98038",2370,4200,139
"21070",389517,4,2.5,2640,4725,2,0,0,3,8,2640,0,2014,1,"98038",2370,4725,139
"21118",307635,3,2.5,1820,4200,2,0,0,3,8,1820,0,2014,1,"98038",2370,4200,94
"19799",387865,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,1,"98038",2370,4200,117
"20320",324747,3,2.5,2060,4742,2,0,0,3,8,2060,0,2014,1,"98038",2370,4725,94
"20813",351999,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,1,"98038",2370,4200,66
"19813",326989,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,1,"98038",2370,4200,90
"20432",339989,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,1,"98038",2370,4200,94
"20660",398096,3,2.5,2370,5321,2,0,0,3,8,2370,0,2014,1,"98038",2370,4357,356
"21006",388598,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,1,"98038",2370,4370,369
"20699",619990,4,2.75,2630,4501,2,0,0,3,8,2630,0,2015,0,"98028",2380,4599,362
"18253",539000,3,2.5,2830,9972,2,0,0,3,9,2830,0,2006,9,"98019",3557,9159,123
"14691",565000,3,2.5,4040,8653,2,0,0,3,9,2900,1140,2006,9,"98019",3360,8653,230
"1118",624000,5,3.75,3570,14648,2,0,0,3,9,3570,0,2005,10,"98019",3160,7882,326
"20735",330675,4,3,1930,3031,1,0,0,3,7,1200,730,2006,9,"98019",1930,2611,55
"21449",326000,3,2.25,1930,3462,2,0,0,3,7,1930,0,2004,11,"98019",1930,2952,70
"14281",352000,3,2.5,2090,3002,2,0,0,3,7,1670,420,2005,10,"98019",2090,3163,200
"6135",350000,3,2.5,2100,3574,2,0,0,3,7,1690,410,2005,10,"98019",1970,2962,81
"8113",299950,3,2.5,1570,2577,2,0,0,3,7,1570,0,2005,10,"98019",1970,2952,200
"9805",350000,3,2.5,1970,3655,2,0,0,3,7,1970,0,2003,12,"98019",1970,2952,336
"7308",302000,4,2.5,1740,7895,2,0,0,3,7,1740,0,1999,16,"98001",1720,6813,136
"7949",2e+05,3,1,2120,31564,1,0,0,3,7,1220,900,1942,73,"98168",1790,11571,241
"8555",293550,4,1.75,2120,9706,1,0,0,3,7,1370,750,1965,50,"98168",1730,11337,157
"8821",213500,3,1.5,1150,11571,1,0,0,3,7,1150,0,1961,54,"98168",1630,11571,137
"2082",192500,2,1,950,7692,1,0,0,3,6,950,0,1926,89,"98168",1820,8221,18
"216",280000,2,1,850,16400,1,0,0,3,6,850,0,1923,92,"98168",1100,14459,258
"15761",182200,4,1,1130,13927,1.5,0,0,3,6,1130,0,1929,86,"98168",1800,8274,172
"13181",335000,3,2,1490,8847,1,0,0,4,7,1490,0,1967,48,"98177",1640,7572,206
"11512",760000,3,2.5,2050,15020,1,0,2,3,9,1600,450,1960,55,"98177",2930,15050,80
"8640",430000,3,1.75,1610,7900,1,0,0,4,8,1310,300,1960,55,"98177",2210,7700,158
"12120",506000,3,1.75,2180,7700,1,0,0,3,8,1480,700,1961,54,"98177",2180,7604,46
"9206",540000,3,1.75,1970,8200,1,0,0,5,8,1420,550,1963,52,"98177",2140,8000,47
"21434",465750,3,2.5,2670,4534,2,0,0,3,9,2670,0,2007,8,"98056",3040,5079,230
"20746",478000,3,2.5,3040,4535,2,0,0,3,9,3040,0,2007,8,"98056",2670,4666,3
